N,P,K,temperature,humidity,ph,rainfall,label
37,116,134,6.05,66.11,6.01,147.66,apple
35,111,120,18.98,71.22,6.34,104.73,apple
37,114,111,17.4,73.08,6.45,134.06,apple
36,119,108,11.96,77.39,5.93,136.7,apple
44,118,132,21.95,62.7,6.66,161.68,apple
49,145,134,15.81,68.18,6.81,148.5,apple
39,118,141,20.94,75.23,6.71,136.81,apple
35,106,149,6.76,67.33,6.34,102.17,apple
29,144,149,2.58,85.38,6.6,121.17,apple
49,107,120,23.43,67.7,6.18,103.0,apple
45,120,129,10.38,89.75,6.89,130.77,apple
30,149,113,23.93,68.78,6.04,194.16,apple
42,145,122,13.95,88.33,6.72,174.18,apple
35,115,139,11.14,67.6,6.26,103.05,apple
28,133,116,18.04,72.69,6.28,137.0,apple
26,133,147,12.56,61.35,6.9,170.55,apple
25,131,144,7.94,82.65,5.99,113.82,apple
32,104,131,0.99,71.37,5.55,110.21,apple
29,123,139,12.32,86.16,5.93,108.62,apple
42,121,103,18.52,75.68,5.74,112.47,apple
42,105,115,6.99,64.34,6.72,122.26,apple
32,149,128,19.27,67.17,5.56,162.39,apple
43,143,118,15.45,76.52,5.88,139.77,apple
49,148,138,21.48,71.79,6.94,141.58,apple
46,125,119,6.0,76.05,6.53,167.92,apple
29,145,127,13.25,79.83,5.98,148.13,apple
37,139,109,4.76,88.85,6.27,173.39,apple
22,139,130,12.2,61.89,6.75,178.45,apple
29,143,133,3.23,74.88,5.75,112.61,apple
29,146,104,7.64,67.2,6.34,110.82,apple
33,118,113,8.85,88.8,6.73,185.39,apple
30,107,100,3.17,67.98,6.16,103.03,apple
49,142,116,6.57,66.0,5.85,179.79,apple
27,112,147,1.15,65.74,5.75,118.12,apple
43,133,108,17.3,81.85,5.5,195.39,apple
44,146,103,0.38,88.02,6.71,183.72,apple
46,111,147,16.29,77.12,6.92,144.29,apple
33,25,23,33.32,62.28,6.75,156.17,orange
38,12,21,16.04,76.65,7.19,60.53,orange
38,20,25,17.95,73.54,6.37,170.58,orange
31,19,12,19.81,68.74,7.23,123.2,orange
30,21,20,32.26,71.52,7.11,126.63,orange
22,29,25,11.39,83.93,6.23,147.52,orange
47,21,25,10.37,85.23,6.77,79.48,orange
33,27,23,16.71,76.03,7.25,116.26,orange
42,24,24,30.18,82.72,6.54,198.53,orange
27,15,29,21.34,75.21,7.03,148.66,orange
35,26,28,17.41,68.4,6.22,100.48,orange
45,17,14,28.96,66.75,6.11,173.47,orange
23,13,25,23.53,60.71,6.12,118.52,orange
25,14,25,30.4,88.04,7.26,150.12,orange
23,21,19,25.66,83.86,7.45,125.42,orange
20,25,24,26.71,78.9,6.03,135.76,orange
31,13,10,16.63,74.85,7.27,130.72,orange
24,11,21,32.02,71.92,6.4,108.66,orange
30,10,19,23.88,63.0,7.21,111.78,orange
46,22,29,15.24,86.54,6.92,120.02,orange
46,26,25,28.88,66.24,6.51,173.35,orange
34,24,25,32.66,75.9,6.21,111.67,orange
48,15,11,27.38,70.32,7.04,183.79,orange
28,12,25,34.96,82.57,7.3,151.17,orange
35,28,25,24.02,66.85,7.23,101.38,orange
40,18,21,14.49,82.05,6.28,75.89,orange
44,15,28,30.07,84.27,6.37,146.13,orange
47,25,16,14.79,61.5,7.31,70.58,orange
45,21,20,26.35,87.68,6.09,64.13,orange
38,18,16,19.4,76.05,7.31,187.75,orange
22,22,19,18.48,62.12,6.87,160.76,orange
44,16,26,13.23,75.8,6.59,85.25,orange
22,26,19,10.31,62.88,6.45,67.6,orange
42,15,21,13.93,80.13,7.13,75.46,orange
48,25,22,24.95,67.93,6.79,132.44,orange
24,16,11,24.57,72.05,7.42,168.81,orange
46,25,29,30.72,84.69,6.28,158.16,orange
30,26,25,17.41,81.77,6.34,60.13,orange
35,25,23,19.65,81.43,6.1,196.1,orange
32,24,21,34.26,81.48,6.48,104.62,orange
23,17,17,17.08,73.14,6.53,70.16,orange
29,26,10,18.54,80.51,6.03,162.99,orange
23,13,26,33.87,87.77,7.36,131.7,orange
42,25,14,27.25,86.52,6.31,188.55,orange
35,14,25,19.91,62.34,6.56,156.43,orange
22,19,18,30.11,86.98,6.94,60.79,orange
26,29,25,22.58,79.13,6.44,159.46,orange
32,15,14,24.6,66.29,6.11,125.06,orange
27,14,27,33.76,89.41,6.82,193.01,orange
34,16,23,25.22,68.65,6.24,136.23,orange
32,25,27,27.46,78.71,6.28,125.72,orange
35,11,26,15.44,67.63,6.74,195.25,orange
46,22,21,34.47,65.17,6.54,162.12,orange
45,29,22,15.68,66.77,6.03,144.58,orange
33,18,16,11.78,62.08,6.32,100.64,orange
47,21,27,11.1,71.82,6.62,123.13,orange
31,17,28,12.89,88.39,7.1,149.25,orange
21,14,10,12.67,75.14,7.05,142.15,orange
34,29,17,24.55,67.46,6.99,159.39,orange
45,10,13,22.4,84.74,6.6,74.34,orange
21,10,21,19.5,70.12,7.08,164.0,orange
29,12,25,23.69,64.34,6.2,192.13,orange
41,13,17,26.5,73.38,6.34,161.76,orange
25,22,23,32.87,61.93,6.08,86.23,orange
31,18,13,29.31,65.13,6.07,151.52,orange
24,24,27,10.57,67.32,6.23,180.29,orange
32,20,10,31.26,81.19,6.44,83.12,orange
43,16,24,21.77,87.54,6.58,138.77,orange
38,23,25,31.81,61.43,6.58,82.15,orange
24,11,24,17.37,87.4,6.41,172.11,orange
25,22,19,20.94,60.65,6.73,130.15,orange
29,11,21,22.7,64.87,6.62,176.62,orange
48,16,14,17.18,64.86,6.37,91.48,orange
40,24,19,32.55,87.52,7.4,97.86,orange
28,19,13,16.56,61.18,6.46,164.24,orange
32,21,10,27.66,83.48,6.68,157.73,orange
32,13,11,33.7,62.06,6.76,106.05,orange
42,22,26,11.87,87.43,6.03,194.73,orange
45,27,23,16.41,60.3,6.41,75.32,orange
22,22,24,31.16,72.81,6.83,92.33,orange
23,28,20,20.02,66.2,6.3,130.89,orange
43,20,23,14.32,60.08,6.68,109.34,orange
48,23,27,15.45,79.43,6.63,80.55,orange
37,14,15,15.38,68.16,6.25,160.58,orange
33,22,19,27.85,82.08,6.21,195.26,orange
43,17,15,13.27,73.73,6.4,177.88,orange
49,14,15,20.71,81.8,6.77,147.07,orange
22,17,15,10.82,85.56,7.03,97.15,orange
29,23,22,33.28,85.24,6.97,107.81,orange
45,21,12,15.54,68.08,6.36,198.83,orange
35,18,18,10.05,81.77,6.99,162.52,orange
30,20,17,25.85,82.83,7.48,85.26,orange
37,26,20,16.78,65.56,7.02,134.68,orange
37,17,23,34.88,71.97,6.92,111.13,orange
31,18,29,33.45,76.27,7.15,72.49,orange
46,17,10,10.5,67.59,6.78,62.09,orange
32,18,29,24.33,87.77,6.97,118.06,orange
23,10,23,29.4,89.14,6.7,102.75,orange
44,19,12,28.47,78.76,7.48,134.7,orange
23,23,27,16.3,83.32,7.44,157.55,orange
51,12,75,29.74,70.59,6.95,175.13,papaya
55,24,68,37.74,86.47,6.86,139.8,papaya
40,25,51,30.32,86.86,6.24,199.55,papaya
75,23,62,36.57,67.35,7.09,181.1,papaya
54,23,69,35.7,80.42,7.18,181.52,papaya
67,16,58,37.65,61.67,6.86,186.3,papaya
77,23,51,32.29,69.96,6.23,184.9,papaya
72,18,55,35.48,80.79,6.01,142.78,papaya
47,16,62,28.75,83.05,6.31,171.22,papaya
77,11,77,26.16,61.75,6.56,172.07,papaya
41,26,57,32.35,70.96,7.4,105.49,papaya
55,22,75,28.63,65.41,6.83,121.55,papaya
51,23,73,35.55,81.57,7.09,110.02,papaya
68,18,75,35.8,61.25,6.03,137.3,papaya
51,15,52,35.98,60.01,6.25,103.04,papaya
62,26,65,26.26,78.19,6.68,193.85,papaya
61,21,66,29.77,87.23,6.46,154.32,papaya
79,10,78,33.28,67.03,6.87,164.72,papaya
40,18,65,36.61,84.7,6.15,122.74,papaya
62,24,75,31.15,80.31,7.31,174.92,papaya
56,21,78,26.04,85.11,6.12,109.14,papaya
43,11,77,31.11,77.07,7.39,153.03,papaya
65,29,59,27.16,70.48,7.11,175.67,papaya
76,18,69,37.71,83.6,7.15,185.75,papaya
63,15,77,32.35,81.47,6.16,174.96,papaya
44,27,60,32.38,84.95,7.4,175.01,papaya
46,29,51,31.31,84.91,7.43,163.43,papaya
43,29,56,29.06,87.29,7.31,155.82,papaya
71,24,63,33.78,69.71,6.12,158.34,papaya
56,19,64,35.64,63.74,7.29,189.75,papaya
76,17,56,29.86,69.99,6.26,160.73,papaya
58,23,58,37.21,71.06,6.08,176.3,papaya
61,13,66,37.06,69.98,6.75,101.41,papaya
77,23,79,32.85,82.48,7.4,159.16,papaya
73,25,58,28.63,77.38,6.3,127.02,papaya
66,11,62,37.17,88.78,6.31,131.12,papaya
59,22,57,31.75,89.8,6.02,129.96,papaya
70,17,60,33.05,66.96,6.0,175.72,papaya
43,25,62,30.98,87.11,6.61,152.49,papaya
73,22,79,35.08,75.8,6.48,125.82,papaya
47,24,62,33.5,80.44,7.13,150.36,papaya
58,22,54,27.5,62.6,6.51,112.9,papaya
78,13,51,30.75,61.71,7.47,158.84,papaya
64,24,73,31.46,60.96,6.92,171.62,papaya
57,29,68,26.4,79.51,6.47,134.8,papaya
48,23,69,29.98,77.67,7.08,124.12,papaya
56,27,69,32.89,74.66,6.61,121.13,papaya
59,24,69,32.04,80.26,6.95,146.25,papaya
58,24,76,33.13,67.58,7.0,174.7,papaya
71,17,77,25.27,67.48,7.34,171.85,papaya
52,11,63,25.2,79.38,6.65,120.08,papaya
75,18,53,31.32,78.76,7.24,167.86,papaya
70,16,75,28.74,87.45,7.3,137.01,papaya
59,23,77,36.55,85.64,7.27,148.03,papaya
78,24,70,28.64,61.59,7.19,141.71,papaya
55,12,66,26.7,73.66,7.22,182.81,papaya
58,25,71,36.9,63.77,6.63,134.46,papaya
47,11,68,27.96,74.27,6.64,186.04,papaya
54,27,56,30.56,78.8,7.09,167.93,papaya
78,19,61,28.26,86.73,6.5,114.75,papaya
75,18,62,33.2,69.04,6.03,188.86,papaya
60,20,69,34.33,82.88,6.3,123.42,papaya
74,17,69,36.06,72.82,7.44,172.29,papaya
55,16,64,25.37,78.88,7.46,133.12,papaya
47,16,51,36.58,89.29,7.05,150.23,papaya
59,10,78,26.19,80.37,7.09,196.5,papaya
47,11,58,33.74,78.22,6.62,137.96,papaya
60,14,57,36.19,74.21,7.2,158.06,papaya
58,27,73,35.81,68.24,6.82,121.4,papaya
75,28,55,31.63,63.89,7.13,109.92,papaya
41,27,70,28.29,61.21,6.6,193.52,papaya
41,23,60,27.77,68.13,6.46,151.45,papaya
40,20,55,26.15,88.63,7.38,105.4,papaya
51,19,68,37.73,62.66,7.38,148.02,papaya
60,10,71,30.6,72.29,6.56,192.55,papaya
59,22,50,26.41,72.84,6.15,161.91,papaya
62,20,55,36.48,77.31,6.53,182.09,papaya
75,26,77,27.01,67.53,7.11,180.61,papaya
42,15,75,28.36,81.73,7.36,123.57,papaya
52,21,61,28.87,87.38,6.29,138.94,papaya
79,20,73,31.21,66.7,7.06,119.08,papaya
53,23,65,25.37,65.99,6.36,141.41,papaya
71,24,69,36.34,81.36,6.87,108.9,papaya
41,28,64,26.91,87.51,7.5,178.05,papaya
62,15,75,32.35,64.26,7.06,190.51,papaya
73,25,73,27.95,60.24,6.74,153.14,papaya
40,29,76,34.95,74.11,6.48,162.26,papaya
65,17,55,27.04,82.25,6.9,105.76,papaya
74,17,50,25.03,71.41,7.23,136.63,papaya
77,25,77,26.62,89.12,6.83,118.29,papaya
42,20,64,33.23,61.59,6.36,179.55,papaya
41,26,52,34.2,67.63,7.29,189.34,papaya
74,25,79,26.86,69.29,6.85,124.6,papaya
78,18,70,33.4,76.36,6.08,174.55,papaya
63,17,73,33.14,68.6,7.45,160.87,papaya
73,20,67,28.5,77.72,6.92,115.4,papaya
78,29,62,28.09,68.66,7.41,182.57,papaya
41,24,53,32.27,65.62,6.67,160.1,papaya
69,18,79,35.93,69.71,7.26,110.36,papaya
44,13,53,36.56,89.98,7.01,199.0,papaya
41,23,53,25.17,75.02,6.37,168.89,coconut
35,15,56,35.35,89.19,5.8,243.22,coconut
46,23,38,20.87,60.03,6.8,156.81,coconut
26,19,59,25.22,68.09,5.43,216.31,coconut
32,18,42,28.3,60.61,5.05,204.04,coconut
22,24,37,26.49,83.95,6.57,214.42,coconut
34,23,53,32.29,66.25,6.39,282.07,coconut
41,28,56,37.25,82.04,7.24,150.47,coconut
42,20,34,20.89,85.46,5.03,287.42,coconut
29,22,55,22.54,60.77,7.39,220.03,coconut
22,24,55,29.52,77.7,5.89,107.01,coconut
36,13,48,21.19,75.95,5.19,253.31,coconut
40,18,43,29.23,81.39,5.82,124.32,coconut
45,26,42,27.96,79.41,6.48,224.06,coconut
31,15,57,24.03,88.24,6.8,298.43,coconut
23,20,50,27.43,82.93,6.75,114.2,coconut
40,15,50,30.33,85.6,6.19,160.48,coconut
25,26,38,21.63,76.88,6.44,120.91,coconut
30,25,49,23.08,69.33,5.96,231.76,coconut
40,18,51,23.8,71.46,6.63,193.6,coconut
42,16,33,29.18,63.14,7.57,161.95,coconut
37,29,37,37.25,62.73,5.69,109.32,coconut
28,29,38,29.79,71.76,5.93,150.31,coconut
45,23,56,25.34,70.63,7.72,280.19,coconut
43,23,41,22.29,84.71,6.23,298.16,coconut
28,11,46,32.2,74.31,5.48,164.2,coconut
22,24,36,28.67,76.89,6.78,227.92,coconut
28,15,42,32.6,76.43,6.83,118.21,coconut
23,17,42,23.79,88.47,6.01,165.04,coconut
21,20,58,37.33,60.73,5.92,233.24,coconut
34,28,56,36.75,77.82,7.4,179.44,coconut
47,13,49,22.42,65.18,6.07,158.15,coconut
27,25,49,37.32,79.61,7.51,205.04,coconut
31,27,53,29.99,82.27,5.66,173.66,coconut
39,18,51,33.59,82.52,5.8,214.37,coconut
48,10,37,24.61,75.86,5.87,237.5,coconut
31,28,54,37.87,80.38,7.81,265.39,coconut
34,16,57,26.88,88.04,6.3,207.76,coconut
45,23,55,32.87,81.91,6.54,242.42,coconut
46,18,36,20.06,67.36,7.11,119.84,coconut
35,18,56,33.1,62.21,5.67,249.71,coconut
47,28,49,30.21,88.52,6.79,102.97,coconut
32,16,37,33.17,73.18,5.89,191.18,coconut
36,22,47,25.55,89.76,5.12,125.66,coconut
46,23,45,35.89,84.28,7.9,195.58,coconut
47,23,54,22.39,60.67,5.15,152.74,coconut
49,25,59,30.61,78.79,6.61,232.44,coconut
27,27,44,25.7,82.49,5.41,279.58,coconut
43,23,43,25.13,65.86,5.03,148.47,coconut
33,10,39,29.16,86.63,7.08,178.93,coconut
47,17,30,23.19,79.02,6.09,270.47,coconut
47,20,47,26.56,66.3,7.33,197.28,coconut
38,26,34,27.09,78.34,5.13,250.42,coconut
43,17,48,20.33,84.96,5.52,203.1,coconut
41,19,39,30.04,79.54,5.46,229.31,coconut
40,23,48,26.1,81.3,5.14,181.57,coconut
27,22,46,34.32,78.92,6.76,170.71,coconut
45,11,56,37.99,74.87,7.31,100.44,coconut
22,25,35,32.02,84.19,5.49,188.5,coconut
33,11,58,36.51,81.2,7.17,117.01,coconut
33,18,49,36.15,85.88,6.53,186.65,coconut
24,17,40,32.09,65.89,7.01,150.49,coconut
47,23,34,21.75,70.54,7.51,113.36,coconut
29,24,36,31.84,61.92,5.5,160.19,coconut
22,11,49,31.6,82.73,5.35,266.64,coconut
41,20,32,22.81,81.67,7.17,233.29,coconut
23,27,48,37.18,63.86,7.09,201.25,coconut
23,18,56,23.32,63.19,7.91,139.93,coconut
34,12,34,24.6,75.2,7.9,214.99,coconut
33,15,50,33.9,61.15,6.21,259.81,coconut
36,28,34,22.32,85.66,6.76,277.82,coconut
21,24,43,32.82,74.8,7.57,120.89,coconut
24,20,34,32.76,64.03,7.44,221.22,coconut
21,26,41,21.95,75.2,5.26,293.91,coconut
38,27,42,31.62,85.38,6.42,245.39,coconut
36,16,41,33.4,82.19,5.74,266.71,coconut
22,15,43,36.78,71.24,5.24,177.46,coconut
35,29,53,30.67,82.68,6.93,146.89,coconut
32,22,59,32.43,85.28,6.44,206.28,coconut
28,26,39,23.89,63.84,5.94,202.88,coconut
28,19,52,34.26,74.84,5.9,132.07,coconut
42,17,50,35.16,66.9,5.02,230.26,coconut
27,27,48,21.38,63.19,6.49,221.84,coconut
33,24,45,37.48,80.36,5.03,196.2,coconut
39,26,47,35.02,72.61,6.73,274.59,coconut
48,29,52,25.34,77.54,6.26,293.85,coconut
21,15,57,35.45,74.42,5.01,148.56,coconut
28,20,52,25.76,70.18,7.04,111.63,coconut
22,24,40,37.99,65.15,7.31,144.68,coconut
47,20,48,35.46,72.11,7.11,211.41,coconut
23,11,47,27.11,82.33,7.69,285.23,coconut
49,27,59,21.67,81.65,5.42,177.88,coconut
30,28,46,32.03,82.2,6.34,287.51,coconut
39,13,57,32.68,67.58,7.28,212.22,coconut
31,17,53,20.68,61.29,7.61,235.68,coconut
24,28,56,32.4,65.25,6.79,267.14,coconut
27,24,48,32.58,67.72,6.69,206.61,coconut
47,26,39,29.11,66.67,6.63,128.12,coconut
42,12,59,32.17,70.71,6.54,235.15,coconut
37,24,36,35.75,87.72,7.01,286.25,coconut
109,42,24,36.54,51.52,7.33,66.45,cotton
102,50,11,35.79,63.98,6.19,123.61,cotton
100,36,28,29.82,71.85,7.6,145.07,cotton
121,59,21,36.94,73.26,7.15,122.61,cotton
133,36,18,28.36,64.71,7.55,75.15,cotton
132,47,22,25.87,69.64,7.6,148.94,cotton
109,59,13,29.91,57.58,6.74,69.73,cotton
106,46,15,34.09,51.46,7.3,79.93,cotton
120,52,15,27.14,66.56,6.71,146.94,cotton
101,55,11,28.2,65.93,6.82,84.65,cotton
129,42,21,26.18,63.26,7.01,94.28,cotton
135,50,17,34.77,53.16,7.54,121.98,cotton
106,38,21,24.56,59.97,6.94,88.31,cotton
107,34,28,37.85,58.18,7.75,129.0,cotton
130,35,12,25.46,73.68,7.06,86.31,cotton
132,45,25,30.54,75.82,7.91,98.11,cotton
112,53,21,29.65,78.07,7.9,70.33,cotton
120,44,21,29.19,69.03,6.04,125.02,cotton
105,38,10,36.63,65.25,6.82,137.95,cotton
110,32,19,33.5,66.9,6.32,87.89,cotton
130,55,19,35.01,53.65,6.23,78.4,cotton
113,34,26,30.57,60.4,7.72,136.88,cotton
120,45,29,34.35,63.01,6.48,115.92,cotton
104,40,24,26.51,69.88,7.34,82.7,cotton
114,43,21,24.17,64.96,6.7,112.23,cotton
116,50,28,30.8,52.58,7.69,124.62,cotton
111,39,23,37.17,66.64,7.2,147.93,cotton
108,44,23,34.13,77.16,7.59,112.54,cotton
107,53,17,27.33,66.06,7.84,121.71,cotton
103,34,17,25.8,57.96,7.67,89.44,cotton
123,44,27,27.18,61.69,7.21,127.98,cotton
104,35,25,37.97,55.42,6.08,84.75,cotton
122,42,26,30.05,70.04,6.86,99.72,cotton
116,58,27,25.43,64.81,7.39,84.4,cotton
107,48,15,27.74,63.2,7.59,114.87,cotton
138,58,22,26.61,65.31,7.06,138.86,cotton
117,32,15,27.23,76.23,6.34,98.33,cotton
126,42,15,30.64,60.53,6.72,136.7,cotton
110,44,18,36.56,77.05,6.66,145.72,cotton
100,54,17,27.84,58.19,6.61,115.11,cotton
129,44,13,36.53,70.23,6.41,143.94,cotton
129,36,24,34.63,72.89,7.33,82.13,cotton
126,42,12,32.46,74.5,7.52,83.62,cotton
119,35,17,27.11,51.6,7.23,64.27,cotton
121,48,11,31.75,71.92,6.08,61.01,cotton
108,46,16,33.3,56.42,6.87,77.79,cotton
101,37,27,33.03,58.47,6.59,145.05,cotton
127,43,17,31.12,63.95,7.9,145.04,cotton
117,32,26,33.3,53.92,7.28,129.49,cotton
130,58,14,24.27,71.21,7.27,73.35,cotton
116,43,23,24.39,75.02,6.28,139.79,cotton
132,46,27,30.48,54.73,7.18,126.87,cotton
115,55,19,26.38,61.49,7.74,92.68,cotton
100,56,12,30.13,75.27,7.19,125.2,cotton
103,44,28,33.15,50.57,6.25,130.38,cotton
138,44,17,32.26,73.08,6.86,128.26,cotton
121,32,24,37.12,52.62,7.12,82.85,cotton
125,37,27,32.09,51.95,6.87,72.17,cotton
119,46,23,34.42,64.01,6.46,77.94,cotton
101,56,26,29.33,50.56,7.45,91.48,cotton
135,54,13,30.11,79.43,6.71,115.25,cotton
109,42,29,25.77,71.99,6.54,100.38,cotton
139,54,16,30.34,76.44,6.84,135.56,cotton
136,55,14,30.84,76.7,7.69,86.73,cotton
125,33,15,25.02,52.96,6.83,87.48,cotton
106,38,20,32.32,58.73,6.53,128.63,cotton
132,43,29,33.73,52.39,7.19,113.04,cotton
103,58,14,30.29,59.9,7.62,71.75,cotton
124,30,24,29.97,59.97,7.8,68.9,cotton
121,48,14,27.13,63.32,6.97,134.85,cotton
106,54,12,29.51,74.79,6.53,84.98,cotton
108,34,29,37.8,53.02,6.85,87.64,cotton
133,42,10,27.33,52.44,7.25,90.27,cotton
130,46,22,33.61,56.37,7.72,65.27,cotton
102,57,18,30.06,71.09,6.37,114.89,cotton
106,57,15,32.05,53.45,6.84,83.67,cotton
110,53,13,29.64,60.3,6.8,128.5,cotton
128,55,27,35.18,54.1,6.7,146.86,cotton
132,47,23,30.42,70.91,8.0,89.15,cotton
114,33,24,31.61,75.22,7.77,74.44,cotton
138,52,20,24.05,77.93,6.72,95.72,cotton
102,36,16,25.97,71.28,7.71,121.73,cotton
115,45,11,33.98,61.04,6.67,82.72,cotton
114,45,26,26.8,52.86,6.24,130.48,cotton
131,48,19,36.69,65.19,7.19,123.73,cotton
125,54,13,25.43,52.19,6.92,87.14,cotton
124,45,14,37.23,66.45,7.91,76.23,cotton
138,38,22,30.49,72.83,7.05,80.05,cotton
119,37,24,28.7,60.12,6.25,67.62,cotton
105,33,20,27.69,50.12,6.99,69.02,cotton
120,43,16,34.14,60.99,6.07,141.39,cotton
128,47,29,28.28,64.87,7.0,62.1,cotton
138,34,12,31.14,57.33,6.67,137.67,cotton
126,53,17,30.62,76.99,6.67,86.49,cotton
103,40,27,26.12,71.02,6.52,143.04,cotton
139,38,20,24.77,71.1,7.78,117.23,cotton
121,32,12,36.65,57.17,6.41,147.28,cotton
134,51,16,28.5,51.12,7.84,72.57,cotton
139,30,13,35.08,68.06,7.15,101.25,cotton
117,30,13,30.3,67.51,6.56,66.98,cotton
70,35,30,24.31,85.69,7.04,226.81,jute
76,30,37,35.5,73.05,7.09,176.96,jute
98,36,39,29.64,60.5,7.22,185.92,jute
74,45,31,34.67,72.88,6.08,166.85,jute
86,50,38,28.18,85.75,7.5,212.96,jute
85,35,48,33.74,88.53,6.12,152.85,jute
72,38,56,27.26,87.16,6.06,171.98,jute
76,32,31,29.1,62.41,7.33,169.84,jute
89,49,50,37.27,73.92,6.09,222.93,jute
98,59,41,34.28,65.2,6.43,236.48,jute
79,38,52,28.69,73.93,7.39,240.14,jute
89,50,41,30.55,89.53,6.84,216.11,jute
89,31,42,37.29,89.9,6.56,209.9,jute
95,32,46,31.52,76.83,6.58,176.87,jute
61,31,50,27.54,69.34,6.18,236.47,jute
62,49,39,24.26,89.22,6.29,232.21,jute
86,39,30,25.45,81.3,6.31,180.68,jute
80,47,50,35.27,68.23,7.32,233.34,jute
72,59,56,34.76,77.75,6.47,249.44,jute
99,46,50,24.08,61.28,6.37,161.43,jute
63,41,42,30.01,82.63,6.87,243.59,jute
75,47,51,35.75,87.29,6.76,219.43,jute
67,36,54,32.88,67.71,6.08,151.02,jute
76,40,34,35.18,88.94,6.23,151.83,jute
69,59,34,24.59,64.8,6.58,171.93,jute
72,38,46,34.01,81.84,7.0,237.08,jute
92,49,57,33.24,66.85,6.63,234.63,jute
95,43,48,26.56,74.11,7.31,172.5,jute
61,55,58,29.53,65.31,6.55,187.35,jute
83,58,33,32.09,75.82,6.24,221.55,jute
94,49,35,37.52,88.23,6.29,166.17,jute
67,52,31,27.11,70.29,7.16,207.05,jute
97,56,33,36.73,65.65,7.21,163.06,jute
99,36,43,26.31,61.26,6.68,230.12,jute
77,43,39,31.46,63.0,6.88,227.84,jute
77,42,54,25.37,78.48,6.65,192.64,jute
99,48,49,24.43,89.1,7.39,243.53,jute
91,42,55,36.63,83.71,6.61,206.43,jute
70,35,59,34.61,87.32,6.02,230.91,jute
72,30,53,25.82,62.44,6.03,212.87,jute
89,55,49,30.36,74.22,6.7,153.33,jute
82,41,56,35.24,72.8,6.95,235.63,jute
63,42,33,24.0,81.55,6.17,174.38,jute
63,30,51,33.02,77.99,6.53,194.41,jute
84,52,38,28.72,68.87,6.1,239.57,jute
87,36,55,33.69,79.89,6.79,159.6,jute
98,48,48,37.94,81.91,6.34,160.19,jute
71,58,50,34.11,86.52,6.92,163.03,jute
86,34,45,31.94,67.29,7.1,218.62,jute
84,59,33,25.43,82.12,6.68,182.35,jute
67,52,53,31.25,82.3,7.22,218.61,jute
72,59,56,26.6,83.77,6.62,159.34,jute
85,51,41,25.81,67.19,7.29,242.46,jute
98,38,37,25.38,69.82,6.2,165.64,jute
88,40,45,25.65,85.33,7.27,182.92,jute
69,49,58,31.15,87.41,7.45,234.72,jute
82,30,33,36.57,83.79,6.82,192.22,jute
83,46,50,34.53,62.85,6.48,188.72,jute
63,48,40,30.04,72.04,6.04,219.53,jute
80,38,57,25.99,60.11,6.8,160.72,jute
80,58,57,37.55,81.72,6.62,151.91,jute
98,34,40,26.18,88.8,6.06,247.76,jute
99,35,53,37.81,76.48,6.11,204.1,jute
79,36,32,27.39,83.21,6.79,242.8,jute
93,49,34,35.08,63.46,7.39,232.11,jute
85,47,45,26.95,78.73,6.11,233.67,jute
61,43,35,29.6,77.31,7.28,247.42,jute
70,35,32,33.35,60.79,6.57,219.59,jute
90,30,59,24.42,88.74,6.33,154.88,jute
86,41,41,35.92,76.72,6.31,212.35,jute
98,40,40,24.34,78.31,7.1,249.34,jute
62,54,39,26.24,68.33,6.49,215.04,jute
69,49,38,31.14,72.11,6.61,172.63,jute
86,35,51,37.33,83.79,6.87,214.68,jute
77,40,41,29.62,76.85,6.96,247.25,jute
81,48,36,37.41,72.13,7.31,168.94,jute
99,38,42,34.7,77.43,6.94,155.17,jute
83,31,32,28.04,78.82,6.85,211.21,jute
68,35,35,34.82,69.74,7.11,236.23,jute
64,54,40,36.22,82.28,6.99,190.69,jute
77,30,43,35.16,69.05,7.27,225.89,jute
60,48,50,37.56,88.62,7.16,243.24,jute
89,36,51,37.94,62.3,6.71,230.21,jute
73,43,56,36.29,68.99,7.24,165.43,jute
98,53,47,36.92,68.08,7.48,217.03,jute
93,51,33,28.45,66.97,7.32,233.57,jute
87,39,42,25.44,85.57,6.9,246.09,jute
77,55,50,26.93,73.59,6.23,245.75,jute
67,46,38,27.52,72.89,6.73,163.8,jute
98,51,56,27.01,69.72,6.78,228.27,jute
81,47,39,29.28,78.85,6.82,173.12,jute
95,42,45,36.05,82.6,6.83,186.23,jute
97,36,53,28.87,78.44,7.26,168.36,jute
85,52,52,35.33,76.61,7.27,201.86,jute
96,46,32,34.0,81.09,6.92,201.03,jute
82,34,36,26.64,67.7,6.08,246.54,jute
63,59,37,35.28,64.85,6.44,217.95,jute
67,37,30,26.46,79.76,7.46,237.21,jute
82,42,38,32.14,70.55,6.35,211.69,jute
89,55,32,31.3,85.86,6.74,162.77,jute
105,30,59,19.27,62.26,6.04,179.38,coffee
82,46,45,19.36,62.47,6.28,190.69,coffee
91,58,54,17.29,69.68,6.03,154.94,coffee
83,43,43,26.68,70.01,6.5,165.42,coffee
115,45,43,23.76,64.0,6.44,226.61,coffee
80,36,30,15.12,83.28,6.33,181.89,coffee
100,42,59,25.37,77.87,6.16,234.17,coffee
102,52,41,27.87,78.98,6.12,215.52,coffee
108,41,30,15.51,70.9,6.31,167.89,coffee
